id,title,year,mpaa_rating,rating_sex_nudity,rating_violence_gore,rating_language
2386,"Impostors, The",1998,R,4,4,5
2387,Impractical Jokers: The Movie,2020,PG-13,4,5,5
2388,I’m Thinking of Ending Things,2020,R,3,4,6
2389,I’m So Excited!,2013,R,8,3,5
2390,In a Better World,2011,R,4,8,5
2391,In America,2003,PG-13,5,4,5
2392,In and Out,1997,PG-13,2,1,5
2393,In A World…,2013,R,6,2,5
2394,"Inbetweeners Movie, The",2012,R,9,5,10
2395,In Bruges,2008,R,5,7,10
2396,Incarnate,2016,PG-13,1,5,5
2397,Incendies,2011,R,3,8,5
2398,Inception,2010,PG-13,1,7,4
2399,"Inconvenient Truth, An",2006,PG,0,3,1
2400,"Incredible Burt Wonderstone, The",2013,PG-13,5,5,5
2401,"Incredible Hulk, The",2008,PG-13,2,6,4
2402,"Incredibles, The",2004,PG,2,4,1
2403,Incredibles 2,2018,PG,1,3,2
2404,"In Crowd, The",2000,PG-13,5,5,5
2405,Indecent Proposal,1993,R,5,2,5
2406,Independence Day,1996,PG-13,2,7,5
2407,Independence Day: Resurgence,2016,PG-13,1,6,3
2408,"Independents, The",2018,NR,3,2,9
2409,Indiana Jones and the Kingdom of the Crystal Skull,2008,PG-13,1,7,4
2410,"Indian in the Cupboard, The",1995,PG,1,3,1
2411,Indian Summer,1993,PG-13,3,2,5
2412,Indignation,2016,R,6,5,5
2413,Indivisible,2018,PG-13,1,5,1
2414,In Dreams,1999,R,2,8,7
2415,Infamous,2006,R,6,8,6
2416,Inferno,2016,PG-13,2,6,5
2417,"Infiltrator, The",2016,R,6,7,10
2418,Infinite,2021,PG-13,3,5,5
2419,Infinitely Polar Bear,2015,R,4,4,5
2420,"Informant!, The",2009,R,2,2,5
2421,"Informers, The",2009,R,10,6,10
2422,Inglourious Basterds,2009,R,6,10,7
2423,In Good Company,2004,PG-13,5,3,4
2424,Inherent Vice,2014,R,8,5,9
2425,In Her Shoes,2005,PG-13,6,4,4
2426,Inkheart,2009,PG,2,4,3
2427,"Inkwell, The",1994,R,7,1,7
2428,"In-Laws, The",2003,PG-13,4,4,5
2429,In Order of Disappearance,2019,R,2,7,8
2430,I Now Pronounce You Chuck and Larry,2007,PG-13,7,3,4
2431,Inside Job,2010,PG-13,4,1,4
2432,Inside Llewyn Davis,2013,R,3,3,10
2433,Inside Man,2006,R,4,6,10
2434,Inside Out,2015,PG,1,3,1
2435,"Insider, The",1999,R,1,3,9
2436,Insidious,2011,PG-13,2,7,5
2437,Insidious: Chapter 2,2013,PG-13,1,6,4
2438,Insidious: Chapter 3,2015,PG-13,1,6,5
2439,Insidious: The Last Key,2017,PG-13,1,7,5
2440,Insomnia,2002,R,5,6,9
2441,Inspector Gadget,1999,PG,2,4,1
2442,Instant Family,2018,PG-13,3,3,5
2443,Instinct,1999,R,1,6,5
2444,Insurgent,2015,PG-13,3,6,5
2445,Intacto,2002,R,5,6,5
2446,"Intern, The",2015,PG-13,4,2,5
2447,"International, The",2009,R,3,8,5
2448,"Internship, The",2013,PG-13,5,4,5
2449,"Interpreter, The",2005,PG-13,5,7,4
2450,Intersection,1994,R,5,3,5
2451,Interstellar,2014,PG-13,1,5,5
2452,"Interview, The",2014,R,7,8,10
2453,Interview With the Vampire: The Vampire Chronicles,1994,R,9,9,1
2454,In the Army Now,1994,PG,2,3,2
2455,In the Bedroom,2001,R,3,5,5
2456,In the Cut,2003,R,9,7,10
2457,In the Earth,2021,R,0,8,5
2458,In the Heart of the Sea,2015,PG-13,2,5,3
2459,In the Heights,2021,PG-13,4,2,4
2460,In the House,2013,R,6,5,5
2461,In the Line of Fire,1993,R,2,6,6
2462,In the Mix,2005,PG-13,5,5,5
2463,In the Mood For Love,2001,PG,2,0,1
2464,In the Mouth of Madness,1995,R,2,6,5
2465,In the Name of the Father,1994,R,3,6,8
2466,In the Name of the King: A Dungeon Siege Tale,2008,PG-13,4,7,1
2467,In the Shadow of the Moon,2007,PG,0,2,1
2468,In the Valley of Elah,2007,R,8,8,7
2469,Intimate Strangers,2004,R,6,3,5
2470,In Time,2011,PG-13,6,6,5
2471,Into the Blue,2005,PG-13,5,7,5
2472,Into the Storm,2014,PG-13,2,6,4
2473,Into the West,1993,PG,0,2,3
2474,Into the Wild,2007,R,8,6,6
2475,Into the Woods,2014,PG,3,4,2
2476,Intolerable Cruelty,2003,PG-13,6,4,5
2477,"Intouchables, The",2012,R,4,4,6
2478,"Intruder, The",2019,PG-13,5,6,5
2479,Invasion,2007,PG-13,3,6,4
2480,Inventing the Abbotts,1997,R,6,2,6
2481,"Invention of Lying, The",2009,PG-13,5,3,5
2482,Invictus,2009,PG-13,3,3,5
2483,Invincible,2006,PG,3,3,1
2484,"Invisible, The",2007,PG-13,3,7,4
2485,"Invisible Man, The",2020,R,1,7,5
2486,"Invitation, The",2016,NR,6,6,7
2487,I Origins,2014,R,6,5,5
2488,Ip Man 4: The Finale,2019,TV-MA,5,5,4
2489,I.Q.,1994,PG,1,2,1
2490,Iris,2001,R,6,2,5
2491,"Irishman, The",2019,R,1,7,10
2492,"I, Robot",2004,PG-13,3,5,4
2493,"Iron Giant, The",1999,PG,2,5,3
2494,"Iron Lady, The",2011,PG-13,5,5,3
2495,Iron Man,2008,PG-13,4,7,4
2496,Iron Man 2,2010,PG-13,4,6,5
2497,Iron Man 3,2013,PG-13,3,7,4
2498,Iron Monkey,2001,PG-13,3,6,3
2499,Iron Will,1994,PG,0,2,0
2500,Irrational Man,2015,R,6,5,5
2501,Irresistible,2020,R,2,3,7
2502,I Saw the Light,2015,PG-13,6,3,5
2503,"Island, The",2005,PG-13,5,7,5
2504,"Island of Dr. Moreau, The",1996,PG-13,2,6,5
2505,Isle of Dogs,2018,PG-13,1,5,2
2506,Isn’t It Romantic,2019,PG-13,3,3,6
2507,Isn’t She Great,2000,R,4,1,6
2508,I Spy,2002,PG-13,3,5,5
2509,I Still Believe,2020,PG,2,3,1
2510,It,2017,R,4,8,9
2511,Italian for Beginners,2002,R,4,4,5
2512,"Italian Job, The",2003,PG-13,4,5,5
2513,It Chapter 2,2019,R,5,8,10
2514,It Comes at Night,2017,R,4,6,6
2515,It Could Happen to You,1994,PG,1,0,1
2516,It Follows,2015,R,8,7,5
2517,I Think I Love My Wife,2007,R,6,4,10
2518,"I, Tonya",2017,R,6,6,10
2519,It Runs in the Family,2003,PG-13,5,4,4
2520,It’s Complicated,2009,R,7,2,4
2521,It’s Kind of a Funny Story,2010,PG-13,5,3,5
2522,It Takes Two,1995,PG,1,1,1
2523,I’ve Got Issues,2019,NR,3,4,5
2524,I’ve Loved You So Long,2008,PG-13,4,5,4
2525,I Want You Back,2022,R,6,3,6
2526,Jack,1996,PG-13,2,2,4
2527,"Jackal, The",1997,R,1,9,7
2528,Jack and Diane,2012,R,8,7,7
2529,Jack and Jill,2011,PG,4,4,3
2530,Jackass Forever,2022,R,10,8,10
2531,Jackass: Number Two,2006,R,8,8,10
2532,jackass: the movie,2002,R,7,7,9
2533,Jackass 3D,2010,R,8,8,10
2534,"Jacket, The",2005,R,7,7,6
2535,Jack Frost,1998,PG,2,4,1
2536,Jackie,2016,R,2,5,5
2537,Jackie Chan’s First Strike,1997,PG-13,2,6,2
2538,Jack Reacher,2012,PG-13,4,7,5
2539,Jack Reacher: Never Go Back,2016,PG-13,3,6,4
2540,Jack Ryan: Shadow Recruit,2014,PG-13,2,6,5
2541,Jack the Bear,1993,PG-13,1,4,2
2542,Jack the Giant Slayer,2013,PG-13,2,6,5
2543,Jade,1995,R,8,8,8
2544,Jakob the Liar,1999,PG-13,2,5,2
2545,James and the Giant Peach,1996,PG,0,5,2
2546,"Jane Austen Book Club, The",2007,PG-13,5,3,5
2547,Jane Eyre,2011,PG-13,4,5,1
2548,Jarhead,2005,R,8,7,10
2549,Jason Bourne,2016,PG-13,1,7,4
2550,Jason Goes to Hell: The Final Friday,1993,R,6,9,7
2551,Jason’s Lyric,1994,R,6,9,6
2552,Jason X,2002,R,6,8,5
2553,Jawbreaker,1999,R,5,4,7
2554,Jay and Silent Bob Strike Back,2001,R,7,5,10
2555,J. Edgar,2011,R,3,4,5
2556,Jeepers Creepers,2001,R,5,9,7
2557,Jeepers Creepers 2,2003,R,2,9,9
2558,Jefferson in Paris,1995,PG-13,4,2,0
2559,"Jeff, Who Lives at Home",2012,R,4,4,8
2560,Jem and the Holograms,2015,PG,3,2,2
2561,Jennifer 8,1992,R,4,4,5
2562,Jennifer’s Body,2009,R,7,9,7
2563,"Jerky Boys, The",1995,R,4,3,8
2564,Jerry Maguire,1996,R,5,2,7
2565,Jersey Boys,2014,R,4,4,8
2566,Jersey Girl,2004,PG-13,5,3,5
2567,Jesus Camp,2006,PG-13,1,2,0
2568,Jesus Henry Christ,2012,PG-13,2,6,5
2569,Jet Lag,2003,R,6,2,5
2570,Jet Li’s Fearless,2006,PG-13,1,7,1
2571,Jexi,2019,R,7,3,10
2572,Jigsaw,2017,R,2,10,9
2573,Jimmy Hollywood,1994,R,2,2,6
2574,Jimmy Neutron: Boy Genius,2001,G,2,4,2
2575,Jingle All the Way,1996,PG,2,4,2
2576,Jingle Jangle: A Christmas Journey,2020,PG,1,3,1
2577,Jiu Jitsu,2020,R,1,6,4
2578,Jobs,2013,PG-13,3,2,5
2579,Jockey,2021,R,1,4,7
2580,Jodorowsky’s Dune,2014,PG-13,6,5,2
2581,Joe Bell,2020,R,1,5,6
2582,Joe Dirt,2001,PG-13,6,5,6
2583,Joe Gould’s Secret,1999,R,8,1,6
2584,Joe Somebody,2001,PG,2,3,4
2585,John Carpenter’s Vampires,1998,R,7,10,10
2586,John Carter,2012,PG-13,2,6,4
2587,Johnny English,2003,PG,3,4,3
2588,Johnny English Reborn,2011,PG,2,5,4
2589,Johnny English Strikes Again,2018,PG,2,3,2
2590,Johnny Mnemonic,1995,R,2,8,6
2591,John Q,2002,PG-13,2,6,5
2592,Johnson Family Vacation,2004,PG-13,4,4,5
2593,John Tucker Must Die,2006,PG-13,5,3,4
2594,John Wick,2014,R,2,7,9
2595,John Wick: Chapter 2,2017,R,4,9,5
2596,John Wick: Chapter 3 – Parabellum,2019,R,2,9,5
2597,Jojo Rabbit,2019,PG-13,2,5,5
2598,Joker,2019,R,5,7,7
2599,Jolt,2021,R,7,7,10
2600,Jonah: A Veggie Tales Movie,2002,G,0,2,1
2601,Jonah Hex,2009,PG-13,4,7,4
2602,"Joneses, The",2009,R,7,4,5
2603,Josh and S.A.M.,1993,PG-13,0,3,3
2604,Joshua,2002,G,1,2,1
2605,Joshua,2007,R,6,5,6
2606,Josie & The Pussycats,2001,PG-13,3,3,3
2607,"Journal for Jordan, A",2021,PG-13,6,5,4
2608,Journey to the Center of the Earth,2008,PG,2,4,1
2609,Journey 2: The Mysterious Island 3D,2012,PG,2,5,4
2610,Joy,2015,PG-13,2,3,5
2611,Joyful Noise,2012,PG-13,4,3,4
2612,"Joy Luck Club, The",1993,R,4,5,5
2613,Joy Ride,2001,R,4,7,7
2614,Judas and the Black Messiah,2021,R,2,7,10
2615,"Judge, The",2014,R,5,4,7
2616,Judge Dredd,1995,R,1,8,5
2617,Judgment Night,1993,R,0,7,7
2618,Judy,2019,PG-13,3,3,5
2619,Judy Moody and the Not Bummer Summer,2011,PG,1,3,3
2620,Julie & Julia,2009,PG-13,5,3,5
2621,Julien Donkey-Boy,1999,R,4,5,7
2622,Jumanji,1995,PG,1,5,3
2623,Jumanji: The Next Level,2019,PG-13,2,5,4
2624,Jumanji: Welcome to the Jungle,2017,PG-13,4,5,4
2625,Jumper,2008,PG-13,4,6,5
2626,Jumping the Broom,2011,PG-13,6,3,4
2627,"Jungle Book, The",1994,PG,1,3,1
2628,"Jungle Book, The",2016,PG,1,4,1
2629,"Jungle Book 2, The",2003,G,1,2,0
2630,"Jungle Cruise, The",2021,PG-13,1,6,1
2631,Jungleland,2020,R,6,6,10
