'cbsa','cbsa_name','cbsa_state','zcta5','zcta5_name'
'16980','Chicago-Naperville-Elgin, IL-IN-WI','WI','53403','Racine, WI'
'16980','Chicago-Naperville-Elgin, IL-IN-WI','WI','60002','Antioch, IL'
'16980','Chicago-Naperville-Elgin, IL-IN-WI','WI','60004','Arlington Heights, IL'
'16980','Chicago-Naperville-Elgin, IL-IN-WI','WI','60005','Arlington Heights, IL'
'16980','Chicago-Naperville-Elgin, IL-IN-WI','WI','60007','Elk Grove Village, IL'
'16980','Chicago-Naperville-Elgin, IL-IN-WI','WI','60008','Rolling Meadows, IL'
'16980','Chicago-Naperville-Elgin, IL-IN-WI','WI','60010','Barrington, IL'
'16980','Chicago-Naperville-Elgin, IL-IN-WI','WI','60012','Crystal Lake, IL'
'16980','Chicago-Naperville-Elgin, IL-IN-WI','WI','60013','Cary, IL'
'16980','Chicago-Naperville-Elgin, IL-IN-WI','WI','60014','Crystal Lake, IL'
'16980','Chicago-Naperville-Elgin, IL-IN-WI','WI','60015','Deerfield, IL'
'16980','Chicago-Naperville-Elgin, IL-IN-WI','WI','60016','Des Plaines, IL'
'16980','Chicago-Naperville-Elgin, IL-IN-WI','WI','60018','Des Plaines, IL'
'16980','Chicago-Naperville-Elgin, IL-IN-WI','WI','60020','Fox Lake, IL'
'16980','Chicago-Naperville-Elgin, IL-IN-WI','WI','60021','Fox River Grove, IL'
'16980','Chicago-Naperville-Elgin, IL-IN-WI','WI','60022','Glencoe, IL'
'16980','Chicago-Naperville-Elgin, IL-IN-WI','WI','60025','Glenview, IL'
'16980','Chicago-Naperville-Elgin, IL-IN-WI','WI','60026','Glenview, IL'
'16980','Chicago-Naperville-Elgin, IL-IN-WI','WI','60029','Golf, IL'
'16980','Chicago-Naperville-Elgin, IL-IN-WI','WI','60030','Grayslake, IL'
'16980','Chicago-Naperville-Elgin, IL-IN-WI','WI','60031','Gurnee, IL'
'16980','Chicago-Naperville-Elgin, IL-IN-WI','WI','60033','Harvard, IL'
'16980','Chicago-Naperville-Elgin, IL-IN-WI','WI','60034','Hebron, IL'
'16980','Chicago-Naperville-Elgin, IL-IN-WI','WI','60035','Highland Park, IL'
'16980','Chicago-Naperville-Elgin, IL-IN-WI','WI','60040','Highwood, IL'
'16980','Chicago-Naperville-Elgin, IL-IN-WI','WI','60041','Ingleside, IL'
'16980','Chicago-Naperville-Elgin, IL-IN-WI','WI','60042','Island Lake, IL'
'16980','Chicago-Naperville-Elgin, IL-IN-WI','WI','60043','Kenilworth, IL'
'16980','Chicago-Naperville-Elgin, IL-IN-WI','WI','60044','Lake Bluff, IL'
'16980','Chicago-Naperville-Elgin, IL-IN-WI','WI','60045','Lake Forest, IL'
'16980','Chicago-Naperville-Elgin, IL-IN-WI','WI','60046','Lindenhurst, IL'
'16980','Chicago-Naperville-Elgin, IL-IN-WI','WI','60047','Lake Zurich, IL'
'16980','Chicago-Naperville-Elgin, IL-IN-WI','WI','60048','Libertyville, IL'
'16980','Chicago-Naperville-Elgin, IL-IN-WI','WI','60050','McHenry, IL'
'16980','Chicago-Naperville-Elgin, IL-IN-WI','WI','60051','Mchenry, IL'
'16980','Chicago-Naperville-Elgin, IL-IN-WI','WI','60053','Morton Grove, IL'
'16980','Chicago-Naperville-Elgin, IL-IN-WI','WI','60056','Mount Prospect, IL'
'16980','Chicago-Naperville-Elgin, IL-IN-WI','WI','60060','Mundelein, IL'
'16980','Chicago-Naperville-Elgin, IL-IN-WI','WI','60061','Vernon Hills, IL'
'16980','Chicago-Naperville-Elgin, IL-IN-WI','WI','60062','Northbrook, IL'
'16980','Chicago-Naperville-Elgin, IL-IN-WI','WI','60064','North Chicago, IL'
'16980','Chicago-Naperville-Elgin, IL-IN-WI','WI','60067','Palatine, IL'
'16980','Chicago-Naperville-Elgin, IL-IN-WI','WI','60068','Park Ridge, IL'
'16980','Chicago-Naperville-Elgin, IL-IN-WI','WI','60069','Lincolnshire, IL'
'16980','Chicago-Naperville-Elgin, IL-IN-WI','WI','60070','Prospect Heights, IL'
'16980','Chicago-Naperville-Elgin, IL-IN-WI','WI','60071','Richmond, IL'
'16980','Chicago-Naperville-Elgin, IL-IN-WI','WI','60072','Ringwood, IL'
'16980','Chicago-Naperville-Elgin, IL-IN-WI','WI','60073','Round Lake Beach, IL'
'16980','Chicago-Naperville-Elgin, IL-IN-WI','WI','60074','Palatine, IL'
'16980','Chicago-Naperville-Elgin, IL-IN-WI','WI','60076','Skokie, IL'
'16980','Chicago-Naperville-Elgin, IL-IN-WI','WI','60077','Skokie, IL'
'16980','Chicago-Naperville-Elgin, IL-IN-WI','WI','60081','Spring Grove, IL'
'16980','Chicago-Naperville-Elgin, IL-IN-WI','WI','60083','Wadsworth, IL'
'16980','Chicago-Naperville-Elgin, IL-IN-WI','WI','60084','Wauconda, IL'
'16980','Chicago-Naperville-Elgin, IL-IN-WI','WI','60085','Waukegan, IL'
'16980','Chicago-Naperville-Elgin, IL-IN-WI','WI','60087','Waukegan, IL'
'16980','Chicago-Naperville-Elgin, IL-IN-WI','WI','60088','North Chicago, IL'
'16980','Chicago-Naperville-Elgin, IL-IN-WI','WI','60089','Buffalo Grove, IL'
'16980','Chicago-Naperville-Elgin, IL-IN-WI','WI','60090','Wheeling, IL'
'16980','Chicago-Naperville-Elgin, IL-IN-WI','WI','60091','Wilmette, IL'
'16980','Chicago-Naperville-Elgin, IL-IN-WI','WI','60093','Winnetka, IL'
'16980','Chicago-Naperville-Elgin, IL-IN-WI','WI','60096','Winthrop Harbor, IL'
'16980','Chicago-Naperville-Elgin, IL-IN-WI','WI','60097','Wonder Lake, IL'
'16980','Chicago-Naperville-Elgin, IL-IN-WI','WI','60098','Woodstock, IL'
'16980','Chicago-Naperville-Elgin, IL-IN-WI','WI','60099','Zion, IL'
'16980','Chicago-Naperville-Elgin, IL-IN-WI','WI','60101','Addison, IL'
'16980','Chicago-Naperville-Elgin, IL-IN-WI','WI','60102','Algonquin, IL'
'16980','Chicago-Naperville-Elgin, IL-IN-WI','WI','60103','Bartlett, IL'
'16980','Chicago-Naperville-Elgin, IL-IN-WI','WI','60104','Bellwood, IL'
'16980','Chicago-Naperville-Elgin, IL-IN-WI','WI','60106','Bensenville, IL'
'16980','Chicago-Naperville-Elgin, IL-IN-WI','WI','60107','Streamwood, IL'
'16980','Chicago-Naperville-Elgin, IL-IN-WI','WI','60108','Bloomingdale, IL'
'16980','Chicago-Naperville-Elgin, IL-IN-WI','WI','60109','Burlington, IL'
'16980','Chicago-Naperville-Elgin, IL-IN-WI','WI','60110','Carpentersville, IL'
'16980','Chicago-Naperville-Elgin, IL-IN-WI','WI','60111','Clare, IL'
'16980','Chicago-Naperville-Elgin, IL-IN-WI','WI','60112','Cortland, IL'
'16980','Chicago-Naperville-Elgin, IL-IN-WI','WI','60115','DeKalb, IL'
'16980','Chicago-Naperville-Elgin, IL-IN-WI','WI','60118','West Dundee, IL'
'16980','Chicago-Naperville-Elgin, IL-IN-WI','WI','60119','Elburn, IL'
'16980','Chicago-Naperville-Elgin, IL-IN-WI','WI','60120','Elgin, IL'
'16980','Chicago-Naperville-Elgin, IL-IN-WI','WI','60123','Elgin, IL'
'16980','Chicago-Naperville-Elgin, IL-IN-WI','WI','60124','Elgin, IL'
'16980','Chicago-Naperville-Elgin, IL-IN-WI','WI','60126','Elmhurst, IL'
'16980','Chicago-Naperville-Elgin, IL-IN-WI','WI','60129','Esmond, IL'
'16980','Chicago-Naperville-Elgin, IL-IN-WI','WI','60130','Forest Park, IL'
'16980','Chicago-Naperville-Elgin, IL-IN-WI','WI','60131','Franklin Park, IL'
'16980','Chicago-Naperville-Elgin, IL-IN-WI','WI','60133','Hanover Park, IL'
'16980','Chicago-Naperville-Elgin, IL-IN-WI','WI','60134','Geneva, IL'
'16980','Chicago-Naperville-Elgin, IL-IN-WI','WI','60135','Genoa, IL'
'16980','Chicago-Naperville-Elgin, IL-IN-WI','WI','60136','Gilberts, IL'
'16980','Chicago-Naperville-Elgin, IL-IN-WI','WI','60137','Glen Ellyn, IL'
'16980','Chicago-Naperville-Elgin, IL-IN-WI','WI','60139','Glendale Heights, IL'
'16980','Chicago-Naperville-Elgin, IL-IN-WI','WI','60140','Hampshire, IL'
'16980','Chicago-Naperville-Elgin, IL-IN-WI','WI','60141','Hines, IL (PO Boxes)'
'16980','Chicago-Naperville-Elgin, IL-IN-WI','WI','60142','Huntley, IL'
'16980','Chicago-Naperville-Elgin, IL-IN-WI','WI','60143','Itasca, IL'
'16980','Chicago-Naperville-Elgin, IL-IN-WI','WI','60144','Kaneville, IL'
'16980','Chicago-Naperville-Elgin, IL-IN-WI','WI','60145','Kingston, IL'
'16980','Chicago-Naperville-Elgin, IL-IN-WI','WI','60146','Kirkland, IL'
'16980','Chicago-Naperville-Elgin, IL-IN-WI','WI','60148','Lombard, IL'
'16980','Chicago-Naperville-Elgin, IL-IN-WI','WI','60150','Malta, IL'
'16980','Chicago-Naperville-Elgin, IL-IN-WI','WI','60151','Maple Park, IL'
'16980','Chicago-Naperville-Elgin, IL-IN-WI','WI','60152','Marengo, IL'
'16980','Chicago-Naperville-Elgin, IL-IN-WI','WI','60153','Maywood, IL'
'16980','Chicago-Naperville-Elgin, IL-IN-WI','WI','60154','Westchester, IL'
'16980','Chicago-Naperville-Elgin, IL-IN-WI','WI','60155','Broadview, IL'
'16980','Chicago-Naperville-Elgin, IL-IN-WI','WI','60156','Lake in the Hills, IL'
'16980','Chicago-Naperville-Elgin, IL-IN-WI','WI','60157','Medinah, IL'
'16980','Chicago-Naperville-Elgin, IL-IN-WI','WI','60160','Melrose Park, IL'
'16980','Chicago-Naperville-Elgin, IL-IN-WI','WI','60162','Hillside, IL'
'16980','Chicago-Naperville-Elgin, IL-IN-WI','WI','60163','Berkeley, IL'
'16980','Chicago-Naperville-Elgin, IL-IN-WI','WI','60164','Northlake, IL'
'16980','Chicago-Naperville-Elgin, IL-IN-WI','WI','60165','Stone Park, IL'
'16980','Chicago-Naperville-Elgin, IL-IN-WI','WI','60169','Hoffman Estates, IL'
'16980','Chicago-Naperville-Elgin, IL-IN-WI','WI','60171','River Grove, IL'
'16980','Chicago-Naperville-Elgin, IL-IN-WI','WI','60172','Roselle, IL'
'16980','Chicago-Naperville-Elgin, IL-IN-WI','WI','60173','Schaumburg, IL'
'16980','Chicago-Naperville-Elgin, IL-IN-WI','WI','60174','St. Charles, IL'
'16980','Chicago-Naperville-Elgin, IL-IN-WI','WI','60175','Campton Hills, IL'
'16980','Chicago-Naperville-Elgin, IL-IN-WI','WI','60176','Schiller Park, IL'
'16980','Chicago-Naperville-Elgin, IL-IN-WI','WI','60177','South Elgin, IL'
'16980','Chicago-Naperville-Elgin, IL-IN-WI','WI','60178','Sycamore, IL'
'16980','Chicago-Naperville-Elgin, IL-IN-WI','WI','60180','Union, IL'
'16980','Chicago-Naperville-Elgin, IL-IN-WI','WI','60181','Villa Park, IL'
'16980','Chicago-Naperville-Elgin, IL-IN-WI','WI','60184','Wayne, IL'
'16980','Chicago-Naperville-Elgin, IL-IN-WI','WI','60185','West Chicago, IL'
'16980','Chicago-Naperville-Elgin, IL-IN-WI','WI','60187','Wheaton, IL'
'16980','Chicago-Naperville-Elgin, IL-IN-WI','WI','60188','Carol Stream, IL'
'16980','Chicago-Naperville-Elgin, IL-IN-WI','WI','60189','Wheaton, IL'
'16980','Chicago-Naperville-Elgin, IL-IN-WI','WI','60190','Winfield, IL'
'16980','Chicago-Naperville-Elgin, IL-IN-WI','WI','60191','Wood Dale, IL'
'16980','Chicago-Naperville-Elgin, IL-IN-WI','WI','60192','Hoffman Estates, IL'
'16980','Chicago-Naperville-Elgin, IL-IN-WI','WI','60193','Schaumburg, IL'
'16980','Chicago-Naperville-Elgin, IL-IN-WI','WI','60194','Schaumburg, IL'
'16980','Chicago-Naperville-Elgin, IL-IN-WI','WI','60195','Schaumburg, IL'
'16980','Chicago-Naperville-Elgin, IL-IN-WI','WI','60201','Evanston, IL'
'16980','Chicago-Naperville-Elgin, IL-IN-WI','WI','60202','Evanston, IL'
'16980','Chicago-Naperville-Elgin, IL-IN-WI','WI','60203','Skokie, IL'
'16980','Chicago-Naperville-Elgin, IL-IN-WI','WI','60301','Oak Park, IL'
'16980','Chicago-Naperville-Elgin, IL-IN-WI','WI','60302','Oak Park, IL'
'16980','Chicago-Naperville-Elgin, IL-IN-WI','WI','60304','Oak Park, IL'
'16980','Chicago-Naperville-Elgin, IL-IN-WI','WI','60305','River Forest, IL'
'16980','Chicago-Naperville-Elgin, IL-IN-WI','WI','60401','Beecher, IL'
'16980','Chicago-Naperville-Elgin, IL-IN-WI','WI','60402','Berwyn, IL'
'16980','Chicago-Naperville-Elgin, IL-IN-WI','WI','60403','Crest Hill, IL'
'16980','Chicago-Naperville-Elgin, IL-IN-WI','WI','60404','Shorewood, IL'
'16980','Chicago-Naperville-Elgin, IL-IN-WI','WI','60406','Blue Island, IL'
'16980','Chicago-Naperville-Elgin, IL-IN-WI','WI','60407','Braceville, IL'
'16980','Chicago-Naperville-Elgin, IL-IN-WI','WI','60408','Braidwood, IL'
'16980','Chicago-Naperville-Elgin, IL-IN-WI','WI','60409','Calumet City, IL'
'16980','Chicago-Naperville-Elgin, IL-IN-WI','WI','60410','Channahon, IL'
'16980','Chicago-Naperville-Elgin, IL-IN-WI','WI','60411','Chicago Heights, IL'
'16980','Chicago-Naperville-Elgin, IL-IN-WI','WI','60415','Chicago Ridge, IL'
'16980','Chicago-Naperville-Elgin, IL-IN-WI','WI','60416','Coal City, IL'
'16980','Chicago-Naperville-Elgin, IL-IN-WI','WI','60417','Crete, IL'
'16980','Chicago-Naperville-Elgin, IL-IN-WI','WI','60419','Dolton, IL'
'16980','Chicago-Naperville-Elgin, IL-IN-WI','WI','60420','Dwight, IL'
'16980','Chicago-Naperville-Elgin, IL-IN-WI','WI','60421','Elwood, IL'
'16980','Chicago-Naperville-Elgin, IL-IN-WI','WI','60422','Flossmoor, IL'
'16980','Chicago-Naperville-Elgin, IL-IN-WI','WI','60423','Frankfort, IL'
'16980','Chicago-Naperville-Elgin, IL-IN-WI','WI','60424','Gardner, IL'
'16980','Chicago-Naperville-Elgin, IL-IN-WI','WI','60425','Glenwood, IL'
'16980','Chicago-Naperville-Elgin, IL-IN-WI','WI','60426','Harvey, IL'
'16980','Chicago-Naperville-Elgin, IL-IN-WI','WI','60428','Markham, IL'
'16980','Chicago-Naperville-Elgin, IL-IN-WI','WI','60429','Hazel Crest, IL'
'16980','Chicago-Naperville-Elgin, IL-IN-WI','WI','60430','Homewood, IL'
'16980','Chicago-Naperville-Elgin, IL-IN-WI','WI','60431','Joliet, IL'
'16980','Chicago-Naperville-Elgin, IL-IN-WI','WI','60432','Joliet, IL'
'16980','Chicago-Naperville-Elgin, IL-IN-WI','WI','60433','Joliet, IL'
'16980','Chicago-Naperville-Elgin, IL-IN-WI','WI','60435','Joliet, IL'
'16980','Chicago-Naperville-Elgin, IL-IN-WI','WI','60436','Joliet, IL'
'16980','Chicago-Naperville-Elgin, IL-IN-WI','WI','60437','Kinsman, IL'
'16980','Chicago-Naperville-Elgin, IL-IN-WI','WI','60438','Lansing, IL'
'16980','Chicago-Naperville-Elgin, IL-IN-WI','WI','60439','Lemont, IL'
'16980','Chicago-Naperville-Elgin, IL-IN-WI','WI','60440','Bolingbrook, IL'
'16980','Chicago-Naperville-Elgin, IL-IN-WI','WI','60441','Lockport, IL'
'16980','Chicago-Naperville-Elgin, IL-IN-WI','WI','60442','Manhattan, IL'
'16980','Chicago-Naperville-Elgin, IL-IN-WI','WI','60443','Matteson, IL'
'16980','Chicago-Naperville-Elgin, IL-IN-WI','WI','60444','Mazon, IL'
'16980','Chicago-Naperville-Elgin, IL-IN-WI','WI','60445','Midlothian, IL'
'16980','Chicago-Naperville-Elgin, IL-IN-WI','WI','60446','Romeoville, IL'
'16980','Chicago-Naperville-Elgin, IL-IN-WI','WI','60447','Minooka, IL'
'16980','Chicago-Naperville-Elgin, IL-IN-WI','WI','60448','Mokena, IL'
'16980','Chicago-Naperville-Elgin, IL-IN-WI','WI','60449','Monee, IL'
'16980','Chicago-Naperville-Elgin, IL-IN-WI','WI','60450','Morris, IL'
'16980','Chicago-Naperville-Elgin, IL-IN-WI','WI','60451','New Lenox, IL'
'16980','Chicago-Naperville-Elgin, IL-IN-WI','WI','60452','Oak Forest, IL'
'16980','Chicago-Naperville-Elgin, IL-IN-WI','WI','60453','Oak Lawn, IL'
'16980','Chicago-Naperville-Elgin, IL-IN-WI','WI','60455','Bridgeview, IL'
'16980','Chicago-Naperville-Elgin, IL-IN-WI','WI','60456','Hometown, IL'
'16980','Chicago-Naperville-Elgin, IL-IN-WI','WI','60457','Hickory Hills, IL'
'16980','Chicago-Naperville-Elgin, IL-IN-WI','WI','60458','Justice, IL'
'16980','Chicago-Naperville-Elgin, IL-IN-WI','WI','60459','Burbank, IL'
'16980','Chicago-Naperville-Elgin, IL-IN-WI','WI','60461','Olympia Fields, IL'
'16980','Chicago-Naperville-Elgin, IL-IN-WI','WI','60462','Orland Park, IL'
'16980','Chicago-Naperville-Elgin, IL-IN-WI','WI','60463','Palos Heights, IL'
'16980','Chicago-Naperville-Elgin, IL-IN-WI','WI','60464','Palos Park, IL'
'16980','Chicago-Naperville-Elgin, IL-IN-WI','WI','60465','Palos Hills, IL'
'16980','Chicago-Naperville-Elgin, IL-IN-WI','WI','60466','Park Forest, IL'
'16980','Chicago-Naperville-Elgin, IL-IN-WI','WI','60467','Orland Park, IL'
'16980','Chicago-Naperville-Elgin, IL-IN-WI','WI','60468','Peotone, IL'
'16980','Chicago-Naperville-Elgin, IL-IN-WI','WI','60469','Posen, IL'
'16980','Chicago-Naperville-Elgin, IL-IN-WI','WI','60470','Ransom, IL'
'16980','Chicago-Naperville-Elgin, IL-IN-WI','WI','60471','Richton Park, IL'
'16980','Chicago-Naperville-Elgin, IL-IN-WI','WI','60472','Robbins, IL'
'16980','Chicago-Naperville-Elgin, IL-IN-WI','WI','60473','South Holland, IL'
'16980','Chicago-Naperville-Elgin, IL-IN-WI','WI','60474','South Wilmington, IL'
'16980','Chicago-Naperville-Elgin, IL-IN-WI','WI','60475','Steger, IL'
'16980','Chicago-Naperville-Elgin, IL-IN-WI','WI','60476','Thornton, IL'
'16980','Chicago-Naperville-Elgin, IL-IN-WI','WI','60477','Tinley Park, IL'
'16980','Chicago-Naperville-Elgin, IL-IN-WI','WI','60478','Country Club Hills, IL'
'16980','Chicago-Naperville-Elgin, IL-IN-WI','WI','60479','Verona, IL'
'16980','Chicago-Naperville-Elgin, IL-IN-WI','WI','60480','Willow Springs, IL'
'16980','Chicago-Naperville-Elgin, IL-IN-WI','WI','60481','Wilmington, IL'
'16980','Chicago-Naperville-Elgin, IL-IN-WI','WI','60482','Worth, IL'
'16980','Chicago-Naperville-Elgin, IL-IN-WI','WI','60484','University Park, IL'
'16980','Chicago-Naperville-Elgin, IL-IN-WI','WI','60487','Tinley Park, IL'
'16980','Chicago-Naperville-Elgin, IL-IN-WI','WI','60490','Bolingbrook, IL'
'16980','Chicago-Naperville-Elgin, IL-IN-WI','WI','60491','Homer Glen, IL'
'16980','Chicago-Naperville-Elgin, IL-IN-WI','WI','60501','Summit, IL'
'16980','Chicago-Naperville-Elgin, IL-IN-WI','WI','60502','Aurora, IL'
'16980','Chicago-Naperville-Elgin, IL-IN-WI','WI','60503','Aurora, IL'
'16980','Chicago-Naperville-Elgin, IL-IN-WI','WI','60504','Aurora, IL'
'16980','Chicago-Naperville-Elgin, IL-IN-WI','WI','60505','Aurora, IL'
'16980','Chicago-Naperville-Elgin, IL-IN-WI','WI','60506','Aurora, IL'
'16980','Chicago-Naperville-Elgin, IL-IN-WI','WI','60510','Batavia, IL'
'16980','Chicago-Naperville-Elgin, IL-IN-WI','WI','60511','Big Rock, IL'
'16980','Chicago-Naperville-Elgin, IL-IN-WI','WI','60512','Bristol, IL'
'16980','Chicago-Naperville-Elgin, IL-IN-WI','WI','60513','Brookfield, IL'
'16980','Chicago-Naperville-Elgin, IL-IN-WI','WI','60514','Clarendon Hills, IL'
'16980','Chicago-Naperville-Elgin, IL-IN-WI','WI','60515','Downers Grove, IL'
'16980','Chicago-Naperville-Elgin, IL-IN-WI','WI','60516','Downers Grove, IL'
'16980','Chicago-Naperville-Elgin, IL-IN-WI','WI','60517','Woodridge, IL'
'16980','Chicago-Naperville-Elgin, IL-IN-WI','WI','60518','Earlville, IL'
'16980','Chicago-Naperville-Elgin, IL-IN-WI','WI','60519','Eola, IL (PO Boxes)'
'16980','Chicago-Naperville-Elgin, IL-IN-WI','WI','60520','Hinckley, IL'
'16980','Chicago-Naperville-Elgin, IL-IN-WI','WI','60521','Hinsdale, IL'
'16980','Chicago-Naperville-Elgin, IL-IN-WI','WI','60523','Oak Brook, IL'
'16980','Chicago-Naperville-Elgin, IL-IN-WI','WI','60525','La Grange, IL'
'16980','Chicago-Naperville-Elgin, IL-IN-WI','WI','60526','La Grange Park, IL'
'16980','Chicago-Naperville-Elgin, IL-IN-WI','WI','60527','Burr Ridge, IL'
'16980','Chicago-Naperville-Elgin, IL-IN-WI','WI','60530','Lee, IL'
'16980','Chicago-Naperville-Elgin, IL-IN-WI','WI','60531','Leland, IL'
'16980','Chicago-Naperville-Elgin, IL-IN-WI','WI','60532','Lisle, IL'
'16980','Chicago-Naperville-Elgin, IL-IN-WI','WI','60534','Lyons, IL'
'16980','Chicago-Naperville-Elgin, IL-IN-WI','WI','60536','Millbrook, IL'
'16980','Chicago-Naperville-Elgin, IL-IN-WI','WI','60537','Millington, IL'
'16980','Chicago-Naperville-Elgin, IL-IN-WI','WI','60538','Montgomery, IL'
'16980','Chicago-Naperville-Elgin, IL-IN-WI','WI','60539','Mooseheart, IL'
'16980','Chicago-Naperville-Elgin, IL-IN-WI','WI','60540','Naperville, IL'
'16980','Chicago-Naperville-Elgin, IL-IN-WI','WI','60541','Newark, IL'
'16980','Chicago-Naperville-Elgin, IL-IN-WI','WI','60542','North Aurora, IL'
'16980','Chicago-Naperville-Elgin, IL-IN-WI','WI','60543','Oswego, IL'
'16980','Chicago-Naperville-Elgin, IL-IN-WI','WI','60544','Plainfield, IL'
'16980','Chicago-Naperville-Elgin, IL-IN-WI','WI','60545','Plano, IL'
'16980','Chicago-Naperville-Elgin, IL-IN-WI','WI','60546','Riverside, IL'
'16980','Chicago-Naperville-Elgin, IL-IN-WI','WI','60548','Sandwich, IL'
'16980','Chicago-Naperville-Elgin, IL-IN-WI','WI','60550','Shabbona, IL'
'16980','Chicago-Naperville-Elgin, IL-IN-WI','WI','60552','Lake Holiday, IL'
'16980','Chicago-Naperville-Elgin, IL-IN-WI','WI','60554','Sugar Grove, IL'
'16980','Chicago-Naperville-Elgin, IL-IN-WI','WI','60555','Warrenville, IL'
'16980','Chicago-Naperville-Elgin, IL-IN-WI','WI','60556','Waterman, IL'
'16980','Chicago-Naperville-Elgin, IL-IN-WI','WI','60558','Western Springs, IL'
'16980','Chicago-Naperville-Elgin, IL-IN-WI','WI','60559','Westmont, IL'
'16980','Chicago-Naperville-Elgin, IL-IN-WI','WI','60560','Yorkville, IL'
'16980','Chicago-Naperville-Elgin, IL-IN-WI','WI','60561','Darien, IL'
'16980','Chicago-Naperville-Elgin, IL-IN-WI','WI','60563','Naperville, IL'
'16980','Chicago-Naperville-Elgin, IL-IN-WI','WI','60564','Naperville, IL'
'16980','Chicago-Naperville-Elgin, IL-IN-WI','WI','60565','Naperville, IL'
'16980','Chicago-Naperville-Elgin, IL-IN-WI','WI','60585','Plainfield, IL'
'16980','Chicago-Naperville-Elgin, IL-IN-WI','WI','60586','Joliet, IL'
'16980','Chicago-Naperville-Elgin, IL-IN-WI','WI','60601','Chicago, IL'
'16980','Chicago-Naperville-Elgin, IL-IN-WI','WI','60602','Chicago, IL'
'16980','Chicago-Naperville-Elgin, IL-IN-WI','WI','60603','Chicago, IL'
'16980','Chicago-Naperville-Elgin, IL-IN-WI','WI','60604','Chicago, IL'
'16980','Chicago-Naperville-Elgin, IL-IN-WI','WI','60605','Chicago, IL'
'16980','Chicago-Naperville-Elgin, IL-IN-WI','WI','60606','Chicago, IL'
'16980','Chicago-Naperville-Elgin, IL-IN-WI','WI','60607','Chicago, IL'
'16980','Chicago-Naperville-Elgin, IL-IN-WI','WI','60608','Chicago, IL'
'16980','Chicago-Naperville-Elgin, IL-IN-WI','WI','60609','Chicago, IL'
'16980','Chicago-Naperville-Elgin, IL-IN-WI','WI','60610','Chicago, IL'
'16980','Chicago-Naperville-Elgin, IL-IN-WI','WI','60611','Chicago, IL'
'16980','Chicago-Naperville-Elgin, IL-IN-WI','WI','60612','Chicago, IL'
'16980','Chicago-Naperville-Elgin, IL-IN-WI','WI','60613','Chicago, IL'
'16980','Chicago-Naperville-Elgin, IL-IN-WI','WI','60614','Chicago, IL'
'16980','Chicago-Naperville-Elgin, IL-IN-WI','WI','60615','Chicago, IL'
'16980','Chicago-Naperville-Elgin, IL-IN-WI','WI','60616','Chicago, IL'
'16980','Chicago-Naperville-Elgin, IL-IN-WI','WI','60617','Chicago, IL'
'16980','Chicago-Naperville-Elgin, IL-IN-WI','WI','60618','Chicago, IL'
'16980','Chicago-Naperville-Elgin, IL-IN-WI','WI','60619','Chicago, IL'
'16980','Chicago-Naperville-Elgin, IL-IN-WI','WI','60620','Chicago, IL'
'16980','Chicago-Naperville-Elgin, IL-IN-WI','WI','60621','Chicago, IL'
'16980','Chicago-Naperville-Elgin, IL-IN-WI','WI','60622','Chicago, IL'
'16980','Chicago-Naperville-Elgin, IL-IN-WI','WI','60623','Chicago, IL'
'16980','Chicago-Naperville-Elgin, IL-IN-WI','WI','60624','Chicago, IL'
'16980','Chicago-Naperville-Elgin, IL-IN-WI','WI','60625','Chicago, IL'
'16980','Chicago-Naperville-Elgin, IL-IN-WI','WI','60626','Chicago, IL'
'16980','Chicago-Naperville-Elgin, IL-IN-WI','WI','60628','Chicago, IL'
'16980','Chicago-Naperville-Elgin, IL-IN-WI','WI','60629','Chicago, IL'
'16980','Chicago-Naperville-Elgin, IL-IN-WI','WI','60630','Chicago, IL'
'16980','Chicago-Naperville-Elgin, IL-IN-WI','WI','60631','Chicago, IL'
'16980','Chicago-Naperville-Elgin, IL-IN-WI','WI','60632','Chicago, IL'
'16980','Chicago-Naperville-Elgin, IL-IN-WI','WI','60633','Chicago, IL'
'16980','Chicago-Naperville-Elgin, IL-IN-WI','WI','60634','Chicago, IL'
'16980','Chicago-Naperville-Elgin, IL-IN-WI','WI','60636','Chicago, IL'
'16980','Chicago-Naperville-Elgin, IL-IN-WI','WI','60637','Chicago, IL'
'16980','Chicago-Naperville-Elgin, IL-IN-WI','WI','60638','Chicago, IL'
'16980','Chicago-Naperville-Elgin, IL-IN-WI','WI','60639','Chicago, IL'
'16980','Chicago-Naperville-Elgin, IL-IN-WI','WI','60640','Chicago, IL'
'16980','Chicago-Naperville-Elgin, IL-IN-WI','WI','60641','Chicago, IL'
'16980','Chicago-Naperville-Elgin, IL-IN-WI','WI','60642','Chicago, IL'
'16980','Chicago-Naperville-Elgin, IL-IN-WI','WI','60643','Chicago, IL'
'16980','Chicago-Naperville-Elgin, IL-IN-WI','WI','60644','Chicago, IL'
'16980','Chicago-Naperville-Elgin, IL-IN-WI','WI','60645','Chicago, IL'
'16980','Chicago-Naperville-Elgin, IL-IN-WI','WI','60646','Chicago, IL'
'16980','Chicago-Naperville-Elgin, IL-IN-WI','WI','60647','Chicago, IL'
'16980','Chicago-Naperville-Elgin, IL-IN-WI','WI','60649','Chicago, IL'
'16980','Chicago-Naperville-Elgin, IL-IN-WI','WI','60651','Chicago, IL'
