'cbsa','cbsa_name','cbsa_state','zcta5','zcta5_name'
'10180','Abilene, TX','TX','76437','Cisco, TX'
'10180','Abilene, TX','TX','76443','Cross Plains, TX'
'10180','Abilene, TX','TX','76464','Moran, TX'
'10180','Abilene, TX','TX','76469','Putnam, TX'
'10180','Abilene, TX','TX','79501','Anson, TX'
'10180','Abilene, TX','TX','79503','Avoca, TX'
'10180','Abilene, TX','TX','79504','Baird, TX'
'10180','Abilene, TX','TX','79508','Buffalo Gap, TX'
'10180','Abilene, TX','TX','79510','Clyde, TX'
'10180','Abilene, TX','TX','79520','Hamlin, TX'
'10180','Abilene, TX','TX','79525','Hawley, TX'
'10180','Abilene, TX','TX','79530','Lawn, TX'
'10180','Abilene, TX','TX','79533','Lueders, TX'
'10180','Abilene, TX','TX','79536','Merkel, TX'
'10180','Abilene, TX','TX','79541','Ovalo, TX'
'10180','Abilene, TX','TX','79553','Stamford, TX'
'10180','Abilene, TX','TX','79560','Sylvester, TX'
'10180','Abilene, TX','TX','79561','Trent, TX'
'10180','Abilene, TX','TX','79562','Tuscola, TX'
'10180','Abilene, TX','TX','79563','Tye, TX'
'10180','Abilene, TX','TX','79566','Wingate, TX'
'10180','Abilene, TX','TX','79567','Winters, TX'
'10180','Abilene, TX','TX','79601','Abilene, TX'
'10180','Abilene, TX','TX','79602','Abilene, TX'
'10180','Abilene, TX','TX','79603','Abilene, TX'
'10180','Abilene, TX','TX','79605','Abilene, TX'
'10180','Abilene, TX','TX','79606','Abilene, TX'
'10180','Abilene, TX','TX','79607','Abilene, TX'
'10180','Abilene, TX','TX','79699','Abilene, TX'
'10420','Akron, OH','TX','44056','Macedonia, OH'
'10420','Akron, OH','OH','44067','Northfield, OH'
'10420','Akron, OH','OH','44087','Twinsburg, OH'
'10420','Akron, OH','OH','44141','Brecksville, OH'
'10420','Akron, OH','OH','44201','Atwater, OH'
'10420','Akron, OH','OH','44202','Aurora, OH'
'10420','Akron, OH','OH','44203','Barberton, OH'
'10420','Akron, OH','OH','44216','New Franklin, OH'
'10420','Akron, OH','OH','44221','Cuyahoga Falls, OH'
'10420','Akron, OH','OH','44223','Cuyahoga Falls, OH'
'10420','Akron, OH','OH','44224','Stow, OH'
'10420','Akron, OH','OH','44231','Garrettsville, OH'
'10420','Akron, OH','OH','44234','Hiram, OH'
'10420','Akron, OH','OH','44236','Hudson, OH'
'10420','Akron, OH','OH','44240','Kent, OH'
'10420','Akron, OH','OH','44241','Streetsboro, OH'
'10420','Akron, OH','OH','44243','Kent, OH'
'10420','Akron, OH','OH','44250','Lakemore, OH'
'10420','Akron, OH','OH','44255','Mantua, OH'
'10420','Akron, OH','OH','44256','Medina, OH'
'10420','Akron, OH','OH','44260','Mogadore, OH'
'10420','Akron, OH','OH','44262','Munroe Falls, OH'
'10420','Akron, OH','OH','44264','Cuyahoga Falls, OH'
'10420','Akron, OH','OH','44265','Randolph, OH (PO Boxes)'
'10420','Akron, OH','OH','44266','Ravenna, OH'
'10420','Akron, OH','OH','44272','Rootstown, OH'
'10420','Akron, OH','OH','44278','Tallmadge, OH'
'10420','Akron, OH','OH','44281','Wadsworth, OH'
'10420','Akron, OH','OH','44285','Wayland, OH (PO Boxes)'
'10420','Akron, OH','OH','44286','Richfield, OH'
'10420','Akron, OH','OH','44288','Windham, OH'
'10420','Akron, OH','OH','44301','Akron, OH'
'10420','Akron, OH','OH','44302','Akron, OH'
'10420','Akron, OH','OH','44303','Akron, OH'
'10420','Akron, OH','OH','44304','Akron, OH'
'10420','Akron, OH','OH','44305','Akron, OH'
'10420','Akron, OH','OH','44306','Akron, OH'
'10420','Akron, OH','OH','44307','Akron, OH'
'10420','Akron, OH','OH','44308','Akron, OH'
'10420','Akron, OH','OH','44310','Akron, OH'
'10420','Akron, OH','OH','44311','Akron, OH'
'10420','Akron, OH','OH','44312','Akron, OH'
'10420','Akron, OH','OH','44313','Akron, OH'
'10420','Akron, OH','OH','44314','Akron, OH'
'10420','Akron, OH','OH','44319','New Franklin, OH'
'10420','Akron, OH','OH','44320','Akron, OH'
'10420','Akron, OH','OH','44321','Akron, OH'
'10420','Akron, OH','OH','44333','Fairlawn, OH'
'10420','Akron, OH','OH','44411','Deerfield, OH'
'10420','Akron, OH','OH','44412','Diamond, OH'
'10420','Akron, OH','OH','44429','Lake Milton, OH'
'10420','Akron, OH','OH','44444','Newton Falls, OH'
'10420','Akron, OH','OH','44449','North Benton, OH'
'10420','Akron, OH','OH','44491','West Farmington, OH'
'10420','Akron, OH','OH','44614','Canal Fulton, OH'
'10420','Akron, OH','OH','44632','Hartville, OH'
'10420','Akron, OH','OH','44685','Green, OH'
'10420','Akron, OH','OH','44720','North Canton, OH'
'10500','Albany, GA','OH','31701','Albany, GA'
'10500','Albany, GA','GA','31705','Albany, GA'
'10500','Albany, GA','GA','31707','Albany, GA'
'10500','Albany, GA','GA','31714','Ashburn, GA'
'10500','Albany, GA','GA','31721','Albany, GA'
'10500','Albany, GA','GA','31743','De Soto, GA'
'10500','Albany, GA','GA','31744','Doerun, GA'
'10500','Albany, GA','GA','31763','Leesburg, GA'
'10500','Albany, GA','GA','31764','Leslie, GA'
'10500','Albany, GA','GA','31771','Norman Park, GA'
'10500','Albany, GA','GA','31772','Oakfield, GA'
'10500','Albany, GA','GA','31775','Omega, GA'
'10500','Albany, GA','GA','31781','Poulan, GA'
'10500','Albany, GA','GA','31787','Smithville, GA'
'10500','Albany, GA','GA','31789','Sumner, GA'
'10500','Albany, GA','GA','31791','Sylvester, GA'
'10500','Albany, GA','GA','31795','Ty Ty, GA'
'10500','Albany, GA','GA','31796','Warwick, GA'
'10500','Albany, GA','GA','39813','Arlington, GA'
'10500','Albany, GA','GA','39826','Bronwood, GA'
'10500','Albany, GA','GA','39837','Colquitt, GA'
'10500','Albany, GA','GA','39841','Damascus, GA'
'10500','Albany, GA','GA','39842','Dawson, GA'
'10500','Albany, GA','GA','39862','Leary, GA'
'10500','Albany, GA','GA','39870','Newton, GA'
'10500','Albany, GA','GA','39877','Webster County unified, GA'
'10500','Albany, GA','GA','39885','Sasser, GA'
'10500','Albany, GA','GA','39886','Shellman, GA'
'10540','Albany, OR','GA','97321','Albany, OR'
'10540','Albany, OR','OR','97322','Albany, OR'
'10540','Albany, OR','OR','97327','Brownsville, OR'
'10540','Albany, OR','OR','97329','Cascadia, OR'
'10540','Albany, OR','OR','97333','Corvallis, OR'
'10540','Albany, OR','OR','97345','Foster, OR'
'10540','Albany, OR','OR','97346','Gates, OR'
'10540','Albany, OR','OR','97348','Halsey, OR'
'10540','Albany, OR','OR','97350','Idanha, OR'
'10540','Albany, OR','OR','97352','Jefferson, OR'
'10540','Albany, OR','OR','97355','Lebanon, OR'
'10540','Albany, OR','OR','97358','Lyons, OR'
'10540','Albany, OR','OR','97360','Mill City, OR'
'10540','Albany, OR','OR','97374','Scio, OR'
'10540','Albany, OR','OR','97377','Shedd, OR'
'10540','Albany, OR','OR','97383','Stayton, OR'
'10540','Albany, OR','OR','97386','Sweet Home, OR'
'10540','Albany, OR','OR','97389','Tangent, OR'
'10540','Albany, OR','OR','97413','Blue River, OR'
'10540','Albany, OR','OR','97446','Harrisburg, OR'
'10540','Albany, OR','OR','97759','Sisters, OR'
'10580','Albany-Schenectady-Troy, NY','OR','12007','Alcove, NY'
'10580','Albany-Schenectady-Troy, NY','NY','12008','East Glenville, NY'
'10580','Albany-Schenectady-Troy, NY','NY','12009','Altamont, NY'
'10580','Albany-Schenectady-Troy, NY','NY','12010','Amsterdam, NY'
'10580','Albany-Schenectady-Troy, NY','NY','12018','Averill Park, NY'
'10580','Albany-Schenectady-Troy, NY','NY','12019','Ballston Lake, NY'
'10580','Albany-Schenectady-Troy, NY','NY','12020','Ballston Spa, NY'
'10580','Albany-Schenectady-Troy, NY','NY','12022','Berlin, NY'
'10580','Albany-Schenectady-Troy, NY','NY','12023','Berne, NY'
'10580','Albany-Schenectady-Troy, NY','NY','12025','Broadalbin, NY'
'10580','Albany-Schenectady-Troy, NY','NY','12027','Burnt Hills, NY'
'10580','Albany-Schenectady-Troy, NY','NY','12028','Buskirk, NY'
'10580','Albany-Schenectady-Troy, NY','NY','12031','Carlisle, NY'
'10580','Albany-Schenectady-Troy, NY','NY','12033','Castleton On Hudson, NY'
'10580','Albany-Schenectady-Troy, NY','NY','12035','Central Bridge, NY'
'10580','Albany-Schenectady-Troy, NY','NY','12036','Charlotteville, NY'
'10580','Albany-Schenectady-Troy, NY','NY','12040','Cherry Plain, NY (PO Boxes)'
'10580','Albany-Schenectady-Troy, NY','NY','12041','Clarksville, NY'
'10580','Albany-Schenectady-Troy, NY','NY','12043','Cobleskill, NY'
'10580','Albany-Schenectady-Troy, NY','NY','12045','Coeymans, NY (PO Boxes)'
'10580','Albany-Schenectady-Troy, NY','NY','12046','Coeymans Hollow, NY'
'10580','Albany-Schenectady-Troy, NY','NY','12047','Cohoes, NY'
'10580','Albany-Schenectady-Troy, NY','NY','12052','Cropseyville, NY'
'10580','Albany-Schenectady-Troy, NY','NY','12053','Delanson, NY'
'10580','Albany-Schenectady-Troy, NY','NY','12054','Delmar, NY'
'10580','Albany-Schenectady-Troy, NY','NY','12056','Duanesburg, NY'
'10580','Albany-Schenectady-Troy, NY','NY','12057','Eagle Bridge, NY'
'10580','Albany-Schenectady-Troy, NY','NY','12059','East Berne, NY'
'10580','Albany-Schenectady-Troy, NY','NY','12061','East Greenbush, NY'
'10580','Albany-Schenectady-Troy, NY','NY','12062','East Nassau, NY'
'10580','Albany-Schenectady-Troy, NY','NY','12063','East Schodack, NY'
'10580','Albany-Schenectady-Troy, NY','NY','12064','East Worcester, NY'
'10580','Albany-Schenectady-Troy, NY','NY','12065','Clifton Park, NY'
'10580','Albany-Schenectady-Troy, NY','NY','12066','Esperance, NY'
'10580','Albany-Schenectady-Troy, NY','NY','12067','Feura Bush, NY'
'10580','Albany-Schenectady-Troy, NY','NY','12071','Fultonham, NY'
'10580','Albany-Schenectady-Troy, NY','NY','12074','Galway, NY'
'10580','Albany-Schenectady-Troy, NY','NY','12076','Gilboa, NY'
'10580','Albany-Schenectady-Troy, NY','NY','12077','Glenmont, NY'
'10580','Albany-Schenectady-Troy, NY','NY','12083','Greenville, NY'
'10580','Albany-Schenectady-Troy, NY','NY','12084','Guilderland, NY'
'10580','Albany-Schenectady-Troy, NY','NY','12085','Guilderland Center, NY'
'10580','Albany-Schenectady-Troy, NY','NY','12086','Hagaman, NY'
'10580','Albany-Schenectady-Troy, NY','NY','12087','Hannacroix, NY'
'10580','Albany-Schenectady-Troy, NY','NY','12089','Hoosick, NY (PO Boxes)'
'10580','Albany-Schenectady-Troy, NY','NY','12090','Hoosick Falls, NY'
'10580','Albany-Schenectady-Troy, NY','NY','12092','Howes Cave, NY'
'10580','Albany-Schenectady-Troy, NY','NY','12093','Jefferson, NY'
'10580','Albany-Schenectady-Troy, NY','NY','12094','Johnsonville, NY'
'10580','Albany-Schenectady-Troy, NY','NY','12110','Latham, NY'
'10580','Albany-Schenectady-Troy, NY','NY','12118','Mechanicville, NY'
'10580','Albany-Schenectady-Troy, NY','NY','12120','Medusa, NY'
'10580','Albany-Schenectady-Troy, NY','NY','12121','Melrose, NY'
'10580','Albany-Schenectady-Troy, NY','NY','12122','Middleburgh, NY'
'10580','Albany-Schenectady-Troy, NY','NY','12123','Nassau, NY'
'10580','Albany-Schenectady-Troy, NY','NY','12131','North Blenheim, NY'
'10580','Albany-Schenectady-Troy, NY','NY','12134','Northville, NY'
'10580','Albany-Schenectady-Troy, NY','NY','12137','Pattersonville, NY'
'10580','Albany-Schenectady-Troy, NY','NY','12138','Petersburg, NY'
'10580','Albany-Schenectady-Troy, NY','NY','12140','Poestenkill, NY'
'10580','Albany-Schenectady-Troy, NY','NY','12143','Ravena, NY'
'10580','Albany-Schenectady-Troy, NY','NY','12144','Rensselaer, NY'
'10580','Albany-Schenectady-Troy, NY','NY','12147','Rensselaerville, NY'
'10580','Albany-Schenectady-Troy, NY','NY','12148','Rexford, NY'
'10580','Albany-Schenectady-Troy, NY','NY','12149','Richmondville, NY'
'10580','Albany-Schenectady-Troy, NY','NY','12150','Rotterdam Junction, NY'
'10580','Albany-Schenectady-Troy, NY','NY','12151','Round Lake, NY'
'10580','Albany-Schenectady-Troy, NY','NY','12153','Sand Lake, NY'
'10580','Albany-Schenectady-Troy, NY','NY','12154','Schaghticoke, NY'
'10580','Albany-Schenectady-Troy, NY','NY','12156','Schodack Landing, NY'
'10580','Albany-Schenectady-Troy, NY','NY','12157','Schoharie, NY'
'10580','Albany-Schenectady-Troy, NY','NY','12158','Selkirk, NY'
'10580','Albany-Schenectady-Troy, NY','NY','12159','Slingerlands, NY'
'10580','Albany-Schenectady-Troy, NY','NY','12160','Sloansville, NY'
'10580','Albany-Schenectady-Troy, NY','NY','12161','South Bethlehem, NY (PO Boxes)'
'10580','Albany-Schenectady-Troy, NY','NY','12166','Sprakers, NY'
'10580','Albany-Schenectady-Troy, NY','NY','12167','Stamford, NY'
'10580','Albany-Schenectady-Troy, NY','NY','12168','Stephentown, NY'
'10580','Albany-Schenectady-Troy, NY','NY','12169','Stephentown, NY'
'10580','Albany-Schenectady-Troy, NY','NY','12170','Stillwater, NY'
'10580','Albany-Schenectady-Troy, NY','NY','12175','Summit, NY'
'10580','Albany-Schenectady-Troy, NY','NY','12180','Troy, NY'
'10580','Albany-Schenectady-Troy, NY','NY','12182','Troy, NY'
'10580','Albany-Schenectady-Troy, NY','NY','12183','Green Island, NY'
'10580','Albany-Schenectady-Troy, NY','NY','12184','Valatie, NY'
'10580','Albany-Schenectady-Troy, NY','NY','12185','Valley Falls, NY'
'10580','Albany-Schenectady-Troy, NY','NY','12186','Voorheesville, NY'
'10580','Albany-Schenectady-Troy, NY','NY','12187','Warnerville, NY'
'10580','Albany-Schenectady-Troy, NY','NY','12188','Waterford, NY'
'10580','Albany-Schenectady-Troy, NY','NY','12189','Watervliet, NY'
'10580','Albany-Schenectady-Troy, NY','NY','12193','Westerlo, NY'
'10580','Albany-Schenectady-Troy, NY','NY','12194','West Fulton, NY'
'10580','Albany-Schenectady-Troy, NY','NY','12196','West Sand Lake, NY'
'10580','Albany-Schenectady-Troy, NY','NY','12198','Wynantskill, NY'
'10580','Albany-Schenectady-Troy, NY','NY','12202','Albany, NY'
'10580','Albany-Schenectady-Troy, NY','NY','12203','Albany, NY'
'10580','Albany-Schenectady-Troy, NY','NY','12204','Menands, NY'
'10580','Albany-Schenectady-Troy, NY','NY','12205','Albany, NY'
'10580','Albany-Schenectady-Troy, NY','NY','12206','Albany, NY'
'10580','Albany-Schenectady-Troy, NY','NY','12207','Albany, NY'
'10580','Albany-Schenectady-Troy, NY','NY','12208','Albany, NY'
'10580','Albany-Schenectady-Troy, NY','NY','12209','Albany, NY'
'10580','Albany-Schenectady-Troy, NY','NY','12210','Albany, NY'
'10580','Albany-Schenectady-Troy, NY','NY','12211','Albany, NY'
'10580','Albany-Schenectady-Troy, NY','NY','12222','Albany, NY'
'10580','Albany-Schenectady-Troy, NY','NY','12302','Schenectady, NY'
'10580','Albany-Schenectady-Troy, NY','NY','12303','Schenectady, NY'
'10580','Albany-Schenectady-Troy, NY','NY','12304','Schenectady, NY'
'10580','Albany-Schenectady-Troy, NY','NY','12305','Schenectady, NY'
'10580','Albany-Schenectady-Troy, NY','NY','12306','Rotterdam, NY'
'10580','Albany-Schenectady-Troy, NY','NY','12307','Schenectady, NY'
'10580','Albany-Schenectady-Troy, NY','NY','12308','Schenectady, NY'
'10580','Albany-Schenectady-Troy, NY','NY','12309','Schenectady, NY'
'10580','Albany-Schenectady-Troy, NY','NY','12469','Preston-Potter Hollow, NY'
'10580','Albany-Schenectady-Troy, NY','NY','12803','South Glens Falls, NY'
'10580','Albany-Schenectady-Troy, NY','NY','12822','Corinth, NY'
'10580','Albany-Schenectady-Troy, NY','NY','12828','Fort Edward, NY'
'10580','Albany-Schenectady-Troy, NY','NY','12831','Gansevoort, NY'
'10580','Albany-Schenectady-Troy, NY','NY','12833','Greenfield Center, NY'
'10580','Albany-Schenectady-Troy, NY','NY','12835','Hadley, NY'
'10580','Albany-Schenectady-Troy, NY','NY','12850','Middle Grove, NY'
'10580','Albany-Schenectady-Troy, NY','NY','12859','Porter Corners, NY'
'10580','Albany-Schenectady-Troy, NY','NY','12863','Rock City Falls, NY'
'10580','Albany-Schenectady-Troy, NY','NY','12866','Saratoga Springs, NY'
'10580','Albany-Schenectady-Troy, NY','NY','12871','Schuylerville, NY'
'10580','Albany-Schenectady-Troy, NY','NY','12884','Victory, NY'
'10580','Albany-Schenectady-Troy, NY','NY','13459','Sharon Springs, NY'
'10740','Albuquerque, NM','NY','87001','San Felipe Pueblo, NM'
'10740','Albuquerque, NM','NM','87002','Belen, NM'
'10740','Albuquerque, NM','NM','87004','Bernalillo, NM'
'10740','Albuquerque, NM','NM','87006','Bosque, NM'
'10740','Albuquerque, NM','NM','87008','Cedar Crest, NM'
'10740','Albuquerque, NM','NM','87013','Cuba, NM'
'10740','Albuquerque, NM','NM','87014','Cubero, NM'
'10740','Albuquerque, NM','NM','87015','Edgewood, NM'
'10740','Albuquerque, NM','NM','87016','Estancia, NM'
'10740','Albuquerque, NM','NM','87018','Counselor, NM'
'10740','Albuquerque, NM','NM','87022','Isleta Village Proper, NM'
'10740','Albuquerque, NM','NM','87023','Jarales, NM'
'10740','Albuquerque, NM','NM','87024','Jemez Pueblo, NM'
'10740','Albuquerque, NM','NM','87025','Jemez Springs, NM'
'10740','Albuquerque, NM','NM','87026','Laguna, NM'
'10740','Albuquerque, NM','NM','87027','La Jara, NM'
'10740','Albuquerque, NM','NM','87031','Los Lunas, NM'
'10740','Albuquerque, NM','NM','87032','McIntosh, NM'
'10740','Albuquerque, NM','NM','87035','Moriarty, NM'
'10740','Albuquerque, NM','NM','87036','Mountainair, NM'
'10740','Albuquerque, NM','NM','87041','Pea Blanca, NM'
'10740','Albuquerque, NM','NM','87042','Peralta, NM'
'10740','Albuquerque, NM','NM','87043','Placitas, NM'
'10740','Albuquerque, NM','NM','87044','Ponderosa, NM'
'10740','Albuquerque, NM','NM','87046','Regina, NM'
'10740','Albuquerque, NM','NM','87047','Sandia Park, NM'
'10740','Albuquerque, NM','NM','87048','Corrales, NM'
'10740','Albuquerque, NM','NM','87052','Santo Domingo Pueblo, NM'
'10740','Albuquerque, NM','NM','87053','Zia Pueblo, NM'
'10740','Albuquerque, NM','NM','87059','Tijeras, NM'
'10740','Albuquerque, NM','NM','87061','Torreon, NM'
'10740','Albuquerque, NM','NM','87063','Willard, NM'
'10740','Albuquerque, NM','NM','87068','Bosque Farms, NM'
'10740','Albuquerque, NM','NM','87070','Clines Corners, NM'
'10740','Albuquerque, NM','NM','87072','Cochiti, NM'
'10740','Albuquerque, NM','NM','87083','Cochiti Lake, NM'
'10740','Albuquerque, NM','NM','87102','Albuquerque, NM'
'10740','Albuquerque, NM','NM','87104','Albuquerque, NM'
'10740','Albuquerque, NM','NM','87105','South Valley, NM'
'10740','Albuquerque, NM','NM','87106','Albuquerque, NM'
'10740','Albuquerque, NM','NM','87107','Albuquerque, NM'
'10740','Albuquerque, NM','NM','87108','Albuquerque, NM'
'10740','Albuquerque, NM','NM','87109','Albuquerque, NM'
'10740','Albuquerque, NM','NM','87110','Albuquerque, NM'
'10740','Albuquerque, NM','NM','87111','Albuquerque, NM'
'10740','Albuquerque, NM','NM','87112','Albuquerque, NM'
'10740','Albuquerque, NM','NM','87113','Albuquerque, NM'
'10740','Albuquerque, NM','NM','87114','Albuquerque, NM'
'10740','Albuquerque, NM','NM','87116','Albuquerque, NM'
'10740','Albuquerque, NM','NM','87117','Albuquerque, Kirtland Afb, NM'
'10740','Albuquerque, NM','NM','87120','Albuquerque, NM'
'10740','Albuquerque, NM','NM','87121','Albuquerque, NM'
'10740','Albuquerque, NM','NM','87122','Albuquerque, NM'
'10740','Albuquerque, NM','NM','87123','Albuquerque, NM'
'10740','Albuquerque, NM','NM','87124','Rio Rancho, NM'
'10740','Albuquerque, NM','NM','87144','Rio Rancho, NM'
'10740','Albuquerque, NM','NM','88301','Carrizozo, NM'
'10740','Albuquerque, NM','NM','88318','Corona, NM'
'10740','Albuquerque, NM','NM','88321','Encino, NM'
'10740','Albuquerque, NM','NM','99999','99999'
'10780','Alexandria, LA','NM','70656','Pitkin, LA'
'10780','Alexandria, LA','LA','71301','Alexandria, LA'
'10780','Alexandria, LA','LA','71302','Alexandria, LA'
'10780','Alexandria, LA','LA','71303','Alexandria, LA'
'10780','Alexandria, LA','LA','71325','Cheneyville, LA'
'10780','Alexandria, LA','LA','71328','Deville, LA'
'10780','Alexandria, LA','LA','71346','Lecompte, LA'
'10780','Alexandria, LA','LA','71351','Marksville, LA'
'10780','Alexandria, LA','LA','71360','Pineville, LA'
'10780','Alexandria, LA','LA','71367','Saint Landry, LA'
'10780','Alexandria, LA','LA','71404','Atlanta, LA'
'10780','Alexandria, LA','LA','71405','Ball, LA'
'10780','Alexandria, LA','LA','71407','Bentley, LA'
'10780','Alexandria, LA','LA','71409','Boyce, LA'
'10780','Alexandria, LA','LA','71417','Colfax, LA'
'10780','Alexandria, LA','LA','71423','Dry Prong, LA'
'10780','Alexandria, LA','LA','71424','Elmer, LA'
'10780','Alexandria, LA','LA','71427','Flatwoods, LA'
'10780','Alexandria, LA','LA','71430','Forest Hill, LA'
'10780','Alexandria, LA','LA','71432','Georgetown, LA'
'10780','Alexandria, LA','LA','71433','Glenmora, LA'
'10780','Alexandria, LA','LA','71438','Hineston, LA'
'10780','Alexandria, LA','LA','71447','Lena, LA'
'10780','Alexandria, LA','LA','71454','Montgomery, LA'
'10780','Alexandria, LA','LA','71455','Mora, LA'
'10780','Alexandria, LA','LA','71463','Oakdale, LA'
'10780','Alexandria, LA','LA','71466','Otis, LA'
'10780','Alexandria, LA','LA','71467','Pollock, LA'
'10780','Alexandria, LA','LA','71472','Sieper, LA'
'10780','Alexandria, LA','LA','71485','Woodworth, LA'
'10900','Allentown-Bethlehem-Easton, PA-NJ','LA','7820','Allamuchy, NJ (PO Boxes)'
'10900','Allentown-Bethlehem-Easton, PA-NJ','NJ','7821','Andover, NJ'
'10900','Allentown-Bethlehem-Easton, PA-NJ','NJ','7823','Belvidere, NJ'
'10900','Allentown-Bethlehem-Easton, PA-NJ','NJ','7825','Blairstown, NJ'
'10900','Allentown-Bethlehem-Easton, PA-NJ','NJ','7832','Columbia, NJ'
'10900','Allentown-Bethlehem-Easton, PA-NJ','NJ','7833','Delaware, NJ'
'10900','Allentown-Bethlehem-Easton, PA-NJ','NJ','7838','Great Meadows, NJ'
'10900','Allentown-Bethlehem-Easton, PA-NJ','NJ','7840','Hackettstown, NJ'
'10900','Allentown-Bethlehem-Easton, PA-NJ','NJ','7846','Johnsonburg, NJ'
'10900','Allentown-Bethlehem-Easton, PA-NJ','NJ','7860','Newton, NJ'
'10900','Allentown-Bethlehem-Easton, PA-NJ','NJ','7863','Oxford, NJ'
'10900','Allentown-Bethlehem-Easton, PA-NJ','NJ','7865','Port Murray, NJ'
'10900','Allentown-Bethlehem-Easton, PA-NJ','NJ','7874','Stanhope, NJ'
'10900','Allentown-Bethlehem-Easton, PA-NJ','NJ','7880','Vienna, NJ'
'10900','Allentown-Bethlehem-Easton, PA-NJ','NJ','7882','Washington, NJ'
'10900','Allentown-Bethlehem-Easton, PA-NJ','NJ','8802','Asbury, NJ'
'10900','Allentown-Bethlehem-Easton, PA-NJ','NJ','8804','Bloomsbury, NJ'
'10900','Allentown-Bethlehem-Easton, PA-NJ','NJ','8808','Broadway, NJ'
'10900','Allentown-Bethlehem-Easton, PA-NJ','NJ','8827','Hampton, NJ'
'10900','Allentown-Bethlehem-Easton, PA-NJ','NJ','8865','Phillipsburg, NJ'
'10900','Allentown-Bethlehem-Easton, PA-NJ','NJ','8886','Greenwich, NJ'
'10900','Allentown-Bethlehem-Easton, PA-NJ','NJ','18011','Alburtis, PA'
'10900','Allentown-Bethlehem-Easton, PA-NJ','NJ','18013','Bangor, PA'
'10900','Allentown-Bethlehem-Easton, PA-NJ','NJ','18014','Bath, PA'
'10900','Allentown-Bethlehem-Easton, PA-NJ','NJ','18015','Bethlehem, PA'
'10900','Allentown-Bethlehem-Easton, PA-NJ','NJ','18017','Bethlehem, PA'
'10900','Allentown-Bethlehem-Easton, PA-NJ','NJ','18018','Bethlehem, PA'
'10900','Allentown-Bethlehem-Easton, PA-NJ','NJ','18020','Bethlehem, PA'
'10900','Allentown-Bethlehem-Easton, PA-NJ','NJ','18030','Bowmanstown, PA'
'10900','Allentown-Bethlehem-Easton, PA-NJ','NJ','18031','Breinigsville, PA'
'10900','Allentown-Bethlehem-Easton, PA-NJ','NJ','18032','Catasauqua, PA'
'10900','Allentown-Bethlehem-Easton, PA-NJ','NJ','18034','Center Valley, PA'
'10900','Allentown-Bethlehem-Easton, PA-NJ','NJ','18035','Cherryville, PA'
'10900','Allentown-Bethlehem-Easton, PA-NJ','NJ','18036','Coopersburg, PA'
'10900','Allentown-Bethlehem-Easton, PA-NJ','NJ','18037','Coplay, PA'
'10900','Allentown-Bethlehem-Easton, PA-NJ','NJ','18038','Danielsville, PA'
'10900','Allentown-Bethlehem-Easton, PA-NJ','NJ','18040','Easton, PA'
'10900','Allentown-Bethlehem-Easton, PA-NJ','NJ','18041','East Greenville, PA'
'10900','Allentown-Bethlehem-Easton, PA-NJ','NJ','18042','Easton, PA'
'10900','Allentown-Bethlehem-Easton, PA-NJ','NJ','18045','Easton, PA'
'10900','Allentown-Bethlehem-Easton, PA-NJ','NJ','18046','East Texas, PA (PO Boxes)'
'10900','Allentown-Bethlehem-Easton, PA-NJ','NJ','18049','Emmaus, PA'
'10900','Allentown-Bethlehem-Easton, PA-NJ','NJ','18051','Fogelsville, PA'
'10900','Allentown-Bethlehem-Easton, PA-NJ','NJ','18052','Fullerton, PA'
'10900','Allentown-Bethlehem-Easton, PA-NJ','NJ','18053','Germansville, PA'
'10900','Allentown-Bethlehem-Easton, PA-NJ','NJ','18055','Hellertown, PA'
'10900','Allentown-Bethlehem-Easton, PA-NJ','NJ','18058','Kunkletown, PA'
'10900','Allentown-Bethlehem-Easton, PA-NJ','NJ','18059','Laurys Station, PA'
'10900','Allentown-Bethlehem-Easton, PA-NJ','NJ','18062','Macungie, PA'
'10900','Allentown-Bethlehem-Easton, PA-NJ','NJ','18063','Martins Creek, PA'
'10900','Allentown-Bethlehem-Easton, PA-NJ','NJ','18064','Nazareth, PA'
'10900','Allentown-Bethlehem-Easton, PA-NJ','NJ','18066','New Tripoli, PA'
'10900','Allentown-Bethlehem-Easton, PA-NJ','NJ','18067','Northampton, PA'
'10900','Allentown-Bethlehem-Easton, PA-NJ','NJ','18068','Old Zionsville, PA (PO Boxes)'
'10900','Allentown-Bethlehem-Easton, PA-NJ','NJ','18069','Orefield, PA'
'10900','Allentown-Bethlehem-Easton, PA-NJ','NJ','18071','Palmerton, PA'
'10900','Allentown-Bethlehem-Easton, PA-NJ','NJ','18072','Pen Argyl, PA'
'10900','Allentown-Bethlehem-Easton, PA-NJ','NJ','18077','Riegelsville, PA'
'10900','Allentown-Bethlehem-Easton, PA-NJ','NJ','18078','Schnecksville, PA'
'10900','Allentown-Bethlehem-Easton, PA-NJ','NJ','18079','Slatedale, PA'
'10900','Allentown-Bethlehem-Easton, PA-NJ','NJ','18080','Slatington, PA'
'10900','Allentown-Bethlehem-Easton, PA-NJ','NJ','18083','Stockertown, PA'
'10900','Allentown-Bethlehem-Easton, PA-NJ','NJ','18085','Tatamy, PA'
'10900','Allentown-Bethlehem-Easton, PA-NJ','NJ','18086','Treichlers, PA (PO Boxes)'
